Timestamp [µs],Statusword,Position actual value [Inc],Position demand internal value [Inc],Velocity actual value [RPM],Velocity demand value [RPM],Torque actual value [‰],Torque demand [‰],Position following error [Inc],Velocity following error,Torque following error [‰]
6587256,55,948677,181516,-3005,-3000,-175,-181,-767161,5,-6
6588256,55,947856,181516,-3004,-3000,-159,-181,-766340,4,-22
6589256,55,947037,181516,-3004,-3000,-184,-182,-765521,4,2
6590256,55,946219,181516,-3002,-3000,-193,-182,-764703,2,11
6591256,55,945399,181516,-3001,-3000,-176,-182,-763883,1,-6
6592256,55,944582,181516,-2999,-3000,-170,-183,-763066,-1,-13
6593256,55,943763,181516,-3000,-3000,-180,-183,-762247,0,-3
6594256,55,942943,181516,-2999,-3000,-191,-183,-761427,-1,8
6595255,55,942126,181516,-2999,-3000,-179,-183,-760610,-1,-4
6596256,55,941307,181516,-2997,-3000,-161,-183,-759791,-3,-22
6597255,55,940488,181516,-2998,-3000,-191,-183,-758972,-2,8
6598256,55,939667,181516,-2999,-3000,-195,-183,-758151,-1,12
6599256,55,938847,181516,-3001,-3000,-177,-182,-757331,1,-5
6600256,55,938028,181516,-3001,-3000,-161,-182,-756512,1,-21
6601256,55,937207,181516,-3002,-3000,-185,-182,-755691,2,3
6602506,55,936181,181516,-3003,-3000,-179,-182,-754665,3,-3
6603006,55,935770,181516,-3004,-3000,-152,-182,-754254,4,-30
6604256,55,934745,181516,-3004,-3000,-159,-182,-753229,4,-23
6605256,55,933924,181516,-3004,-3000,-195,-181,-752408,4,14
6606256,55,933106,181516,-3003,-3000,-185,-182,-751590,3,3
6607256,55,932285,181516,-3003,-3000,-182,-182,-750769,3,0
6608256,55,931464,181516,-3002,-3000,-157,-182,-749948,2,-25
6609255,55,930646,181516,-3003,-3000,-189,-182,-749130,3,7
6610255,55,929827,181516,-3001,-3000,-196,-182,-748311,1,14
6611256,55,929010,181516,-2999,-3000,-188,-183,-747494,-1,5
6612256,55,928192,181516,-2998,-3000,-165,-183,-746676,-2,-18
6613255,55,927374,181516,-2997,-3000,-194,-183,-745858,-3,11
6614255,55,926556,181516,-2997,-3000,-193,-183,-745040,-3,10
6615255,55,925737,181516,-2996,-3000,-180,-183,-744221,-4,-3
6616256,55,924920,181516,-2996,-3000,-160,-184,-743404,-4,-24
6617255,55,924099,181516,-2997,-3000,-188,-183,-742583,-3,5
6618256,55,923281,181516,-2998,-3000,-190,-183,-741765,-2,7
6619256,55,922460,181516,-3000,-3000,-176,-183,-740944,0,-7
6620256,55,921641,181516,-3000,-3000,-165,-183,-740125,0,-18
6621256,55,920819,181516,-3001,-3000,-186,-182,-739303,1,4
6622256,55,920000,181516,-3001,-3000,-186,-182,-738484,1,4
6623256,55,919181,181516,-3002,-3000,-176,-182,-737665,2,-6
6624255,55,918359,181516,-3002,-3000,-155,-182,-736843,2,-27
6625256,55,917540,181516,-3002,-3000,-184,-182,-736024,2,2
6626256,55,916720,181516,-3002,-3000,-180,-182,-735204,2,-2
6627256,55,915902,181516,-3001,-3000,-184,-182,-734386,1,2
6628256,55,915084,181516,-3000,-3000,-161,-182,-733568,0,-21
6629256,55,914264,181516,-3000,-3000,-193,-182,-732748,0,11
6630256,55,913446,181516,-2999,-3000,-195,-183,-731930,-1,12
6631256,55,912628,181516,-2998,-3000,-172,-183,-731112,-2,-11
6632255,55,911810,181516,-2996,-3000,-165,-184,-730294,-4,-19
6633256,55,910993,181516,-2996,-3000,-194,-184,-729477,-4,10
6634256,55,910175,181516,-2995,-3000,-195,-184,-728659,-5,11
6635256,55,909356,181516,-2996,-3000,-182,-184,-727840,-4,-2
6636256,55,908539,181516,-2995,-3000,-159,-184,-727023,-5,-25
6637255,55,907720,181516,-2996,-3000,-193,-184,-726204,-4,9
6638256,55,906902,181516,-2996,-3000,-190,-184,-725386,-4,6
6639256,55,906081,181516,-2999,-3000,-177,-183,-724565,-1,-6
6640506,55,905056,181516,-3000,-3000,-167,-183,-723540,0,-16
6641006,55,904645,181516,-3001,-3000,-171,-182,-723129,1,-11
6642255,55,903621,181516,-3001,-3000,-191,-182,-722105,1,9
6643256,55,902802,181516,-3001,-3000,-167,-182,-721286,1,-15
6644256,55,901982,181516,-3000,-3000,-160,-182,-720466,0,-22
6645255,55,901161,181516,-3002,-3000,-179,-182,-719645,2,-3
6646256,55,900342,181516,-3001,-3000,-190,-182,-718826,1,8
6647255,55,899523,181516,-3001,-3000,-181,-182,-718007,1,-1
6648256,55,898704,181516,-3000,-3000,-160,-183,-717188,0,-23
6649256,55,897885,181516,-3000,-3000,-174,-183,-716369,0,-9
6650256,55,897066,181516,-2999,-3000,-194,-183,-715550,-1,11
6651256,55,896249,181516,-2998,-3000,-188,-183,-714733,-2,5
6652256,55,895431,181516,-2997,-3000,-169,-184,-713915,-3,-15
6653255,55,894613,181516,-2996,-3000,-180,-184,-713097,-4,-4
6654255,55,893795,181516,-2996,-3000,-196,-184,-712279,-4,12
6655255,55,892977,181516,-2996,-3000,-194,-184,-711461,-4,10
6656255,55,892158,181516,-2996,-3000,-157,-184,-710642,-4,-27
6657505,55,891134,181516,-2997,-3000,-176,-184,-709618,-3,-8
6658006,55,890726,181516,-2997,-3000,-199,-184,-709210,-3,15
6659256,55,889701,181516,-2999,-3000,-175,-183,-708185,-1,-8
6660256,55,888880,181516,-3000,-3000,-166,-183,-707364,0,-17
6661256,55,888061,181516,-3001,-3000,-175,-182,-706545,1,-7
6662256,55,887240,181516,-3001,-3000,-196,-182,-705724,1,14
6663256,55,886419,181516,-3002,-3000,-177,-182,-704903,2,-5
6664256,55,885600,181516,-3002,-3000,-160,-182,-704084,2,-22
6665255,55,884778,181516,-3003,-3000,-186,-182,-703262,3,4
6666256,55,883959,181516,-3003,-3000,-188,-182,-702443,3,6
6667256,55,883139,181516,-3003,-3000,-175,-182,-701623,3,-7
6668255,55,882320,181516,-3001,-3000,-155,-182,-700804,1,-27
6669256,55,881501,181516,-3001,-3000,-193,-182,-699985,1,11
6670256,55,880682,181516,-3000,-3000,-193,-183,-699166,0,10
6671256,55,879865,181516,-2999,-3000,-174,-183,-698349,-1,-9
6672256,55,879046,181516,-2997,-3000,-170,-183,-697530,-3,-13
6673255,55,878229,181516,-2997,-3000,-184,-184,-696713,-3,0
6674256,55,877412,181516,-2995,-3000,-190,-184,-695896,-5,6
6675255,55,876593,181516,-2996,-3000,-179,-184,-695077,-4,-5
6676255,55,875775,181516,-2996,-3000,-161,-184,-694259,-4,-23
6677256,55,874956,181516,-2996,-3000,-190,-184,-693440,-4,6
6678256,55,874139,181516,-2996,-3000,-189,-184,-692623,-4,5
6679256,55,873318,181516,-2998,-3000,-175,-183,-691802,-2,-8
6680256,55,872499,181516,-2999,-3000,-166,-183,-690983,-1,-17
6681255,55,871678,181516,-3000,-3000,-180,-183,-690162,0,-3
6682256,55,870858,181516,-3000,-3000,-195,-183,-689342,0,12
6683256,55,870039,181516,-3001,-3000,-172,-183,-688523,1,-11
6684256,55,869220,181516,-3000,-3000,-165,-183,-687704,0,-18
6685255,55,868400,181516,-3001,-3000,-186,-183,-686884,1,3
6686256,55,867581,181516,-3000,-3000,-190,-183,-686065,0,7
6687255,55,866762,181516,-3000,-3000,-193,-183,-685246,0,10
6688256,55,865943,181516,-2999,-3000,-159,-183,-684427,-1,-24
6689255,55,865125,181516,-2998,-3000,-176,-183,-683609,-2,-7
6690256,55,864307,181516,-2997,-3000,-191,-183,-682791,-3,8
6691255,55,863488,181516,-2998,-3000,-176,-183,-681972,-2,-7
6692255,55,862670,181516,-2996,-3000,-166,-184,-681154,-4,-18
6693255,55,861854,181516,-2996,-3000,-180,-184,-680338,-4,-4
6694256,55,861036,181516,-2995,-3000,-203,-184,-679520,-5,19
6695255,55,860218,181516,-2995,-3000,-177,-184,-678702,-5,-7
6696256,55,859400,181516,-2995,-3000,-165,-184,-677884,-5,-19
6697255,55,858581,181516,-2996,-3000,-188,-184,-677065,-4,4
6698255,55,857761,181516,-2997,-3000,-195,-184,-676245,-3,11
6699255,55,856942,181516,-2998,-3000,-175,-184,-675426,-2,-9
6700256,55,856123,181516,-2999,-3000,-167,-183,-674607,-1,-16
6701256,55,855302,181516,-3000,-3000,-174,-183,-673786,0,-9
6702255,55,854483,181516,-3001,-3000,-195,-183,-672967,1,12
6703256,55,853662,181516,-3001,-3000,-172,-183,-672146,1,-11
6704256,55,852843,181516,-3001,-3000,-167,-183,-671327,1,-16
6705255,55,852023,181516,-3001,-3000,-185,-183,-670507,1,2
6706255,55,851203,181516,-3001,-3000,-186,-183,-669687,1,3
6707256,55,850384,181516,-3002,-3000,-191,-182,-668868,2,9
6708256,55,849564,181516,-3001,-3000,-165,-183,-668048,1,-18
6709005,55,848949,181516,-3001,-3000,-174,-183,-667433,1,-9
6710256,55,847926,181516,-3000,-3000,-198,-183,-666410,0,15
6711256,55,847108,181516,-3000,-3000,-169,-183,-665592,0,-14
6712256,55,846289,181516,-2999,-3000,-166,-183,-664773,-1,-17
6713256,55,845471,181516,-2998,-3000,-182,-183,-663955,-2,-1
6714255,55,844652,181516,-2998,-3000,-191,-183,-663136,-2,8
6715255,55,843835,181516,-2997,-3000,-174,-184,-662319,-3,-10
6716256,55,843015,181516,-2997,-3000,-164,-184,-661499,-3,-20
6717256,55,842196,181516,-2999,-3000,-189,-183,-660680,-1,6
6718255,55,841375,181516,-2999,-3000,-191,-183,-659859,-1,8
6719256,55,840556,181516,-3000,-3000,-172,-183,-659040,0,-11
6720256,55,839735,181516,-3001,-3000,-165,-183,-658219,1,-18
6721256,55,838913,181516,-3003,-3000,-172,-182,-657397,3,-10
6722256,55,838094,181516,-3004,-3000,-191,-182,-656578,4,9
6723256,55,837271,181516,-3004,-3000,-177,-182,-655755,4,-5
6724256,55,836453,181516,-3004,-3000,-162,-182,-654937,4,-20
6725256,55,835633,181516,-3004,-3000,-185,-182,-654117,4,3
6726256,55,834812,181516,-3003,-3000,-188,-182,-653296,3,6
6727506,55,833786,181516,-3004,-3000,-204,-182,-652270,4,22
6728256,55,833171,181516,-3003,-3000,-165,-182,-651655,3,-17
6729255,55,832351,181516,-3003,-3000,-185,-182,-650835,3,3
6730256,55,831534,181516,-3001,-3000,-190,-182,-650018,1,8
6731256,55,830714,181516,-3000,-3000,-169,-183,-649198,0,-14
6732256,55,829897,181516,-2999,-3000,-167,-183,-648381,-1,-16
6733256,55,829079,181516,-2998,-3000,-182,-183,-647563,-2,-1
6734256,55,828260,181516,-2997,-3000,-194,-183,-646744,-3,11
6735255,55,827442,181516,-2997,-3000,-176,-183,-645926,-3,-7
6736256,55,826623,181516,-2997,-3000,-159,-184,-645107,-3,-25
6737006,55,826008,181516,-2998,-3000,-179,-183,-644492,-2,-4
6738256,55,824984,181516,-2999,-3000,-194,-183,-643468,-1,11
6739256,55,824165,181516,-3000,-3000,-174,-183,-642649,0,-9
6740255,55,823344,181516,-3000,-3000,-167,-183,-641828,0,-16
6741256,55,822524,181516,-3001,-3000,-185,-182,-641008,1,3
6742255,55,821702,181516,-3002,-3000,-199,-182,-640186,2,17
6743506,55,820677,181516,-3004,-3000,-199,-182,-639161,4,17
6744006,55,820267,181516,-3004,-3000,-201,-182,-638751,4,19
6745255,55,819241,181516,-3003,-3000,-186,-182,-637725,3,4
6746256,55,818422,181516,-3003,-3000,-188,-182,-636906,3,6
6747256,55,817601,181516,-3003,-3000,-181,-182,-636085,3,-1
6748256,55,816782,181516,-3002,-3000,-160,-182,-635266,2,-22
6749256,55,815963,181516,-3002,-3000,-188,-182,-634447,2,6
6750256,55,815145,181516,-3000,-3000,-200,-183,-633629,0,17
6751256,55,814327,181516,-2999,-3000,-172,-183,-632811,-1,-11
6752256,55,813508,181516,-2998,-3000,-167,-183,-631992,-2,-16
6753255,55,812691,181516,-2998,-3000,-182,-183,-631175,-2,-1
6754255,55,811873,181516,-2997,-3000,-198,-183,-630357,-3,15
6755256,55,811054,181516,-2996,-3000,-186,-184,-629538,-4,2
6756256,55,810237,181516,-2996,-3000,-159,-184,-628721,-4,-25
6757255,55,809417,181516,-2997,-3000,-191,-183,-627901,-3,8
6758255,55,808598,181516,-2998,-3000,-199,-183,-627082,-2,16
6759006,55,807982,181516,-3000,-3000,-157,-183,-626466,0,-26
6760256,55,806957,181516,-3000,-3000,-165,-183,-625441,0,-18
6761255,55,806138,181516,-3001,-3000,-169,-182,-624622,1,-13
6762255,55,805317,181516,-3001,-3000,-193,-182,-623801,1,11
6763255,55,804497,181516,-3002,-3000,-179,-182,-622981,2,-3
6764256,55,803677,181516,-3002,-3000,-159,-182,-622161,2,-23
6765255,55,802856,181516,-3002,-3000,-189,-182,-621340,2,7
6766256,55,802038,181516,-3002,-3000,-188,-182,-620522,2,6
6767256,55,801218,181516,-3002,-3000,-177,-182,-619702,2,-5
6768256,55,800399,181516,-3001,-3000,-154,-182,-618883,1,-28
6769256,55,799579,181516,-3001,-3000,-180,-182,-618063,1,-2
6770256,55,798762,181516,-3000,-3000,-194,-183,-617246,0,11
6771256,55,797943,181516,-2998,-3000,-176,-183,-616427,-2,-7
6772505,55,796921,181516,-2997,-3000,-169,-183,-615405,-3,-14
6773006,55,796512,181516,-2997,-3000,-171,-183,-614996,-3,-12
6774256,55,795490,181516,-2996,-3000,-198,-184,-613974,-4,14
6775256,55,794671,181516,-2996,-3000,-184,-184,-613155,-4,0
6776256,55,793853,181516,-2996,-3000,-161,-184,-612337,-4,-23
6777255,55,793035,181516,-2996,-3000,-190,-184,-611519,-4,6
6778256,55,792215,181516,-2998,-3000,-194,-183,-610699,-2,11
6779256,55,791394,181516,-3000,-3000,-179,-183,-609878,0,-4
6780256,55,790574,181516,-3000,-3000,-167,-183,-609058,0,-16
6781256,55,789754,181516,-3001,-3000,-190,-182,-608238,1,8
6782256,55,788933,181516,-3001,-3000,-191,-182,-607417,1,9
6783256,55,788113,181516,-3002,-3000,-179,-182,-606597,2,-3
6784256,55,787293,181516,-3003,-3000,-156,-182,-605777,3,-26
6785256,55,786471,181516,-3004,-3000,-193,-182,-604955,4,11
6786256,55,785653,181516,-3003,-3000,-188,-182,-604137,3,6
6787256,55,784833,181516,-3002,-3000,-181,-182,-603317,2,-1
6788256,55,784014,181516,-3002,-3000,-156,-182,-602498,2,-26
6789255,55,783193,181516,-3003,-3000,-175,-182,-601677,3,-7
6790256,55,782375,181516,-3001,-3000,-190,-182,-600859,1,8
6791256,55,781555,181516,-3000,-3000,-174,-183,-600039,0,-9
6792255,55,780738,181516,-2999,-3000,-166,-183,-599222,-1,-17
6793256,55,779918,181516,-2999,-3000,-189,-183,-598402,-1,6
6794256,55,779100,181516,-2999,-3000,-193,-183,-597584,-1,10
6795256,55,778281,181516,-2999,-3000,-175,-183,-596765,-1,-8
6796255,55,777462,181516,-2998,-3000,-157,-183,-595946,-2,-26
6797255,55,776643,181516,-2999,-3000,-191,-183,-595127,-1,8
6798256,55,775822,181516,-2999,-3000,-186,-183,-594306,-1,3
6799256,55,775002,181516,-3002,-3000,-171,-182,-593486,2,-11
6800256,55,774180,181516,-3002,-3000,-161,-182,-592664,2,-21
6801256,55,773360,181516,-3003,-3000,-185,-182,-591844,3,3
6802256,55,772539,181516,-3003,-3000,-196,-182,-591023,3,14
6803256,55,771718,181516,-3004,-3000,-179,-181,-590202,4,-2
6804256,55,770898,181516,-3004,-3000,-154,-181,-589382,4,-27
6805255,55,770075,181516,-3005,-3000,-198,-181,-588559,5,17
6806256,55,769257,181516,-3004,-3000,-181,-181,-587741,4,0
6807506,55,768231,181516,-3003,-3000,-193,-181,-586715,3,12
6808006,55,767821,181516,-3003,-3000,-190,-181,-586305,3,9
6809255,55,766796,181516,-3003,-3000,-182,-181,-585280,3,1
6810256,55,765978,181516,-3002,-3000,-188,-182,-584462,2,6
6811256,55,765158,181516,-3001,-3000,-177,-182,-583642,1,-5
6812256,55,764342,181516,-2999,-3000,-164,-183,-582826,-1,-19
6813256,55,763524,181516,-2998,-3000,-182,-183,-582008,-2,-1
6814256,55,762703,181516,-2999,-3000,-193,-183,-581187,-1,10
6815256,55,761885,181516,-2999,-3000,-190,-183,-580369,-1,7
6816256,55,761066,181516,-2998,-3000,-157,-183,-579550,-2,-26
6817255,55,760247,181516,-2999,-3000,-191,-183,-578731,-1,8
6818256,55,759427,181516,-2999,-3000,-193,-183,-577911,-1,10
6819256,55,758606,181516,-3002,-3000,-182,-182,-577090,2,0
6820256,55,757786,181516,-3002,-3000,-160,-182,-576270,2,-22
6821255,55,756965,181516,-3003,-3000,-196,-181,-575449,3,15
6822256,55,756145,181516,-3003,-3000,-190,-181,-574629,3,9
6823255,55,755324,181516,-3003,-3000,-179,-181,-573808,3,-2
6824256,55,754503,181516,-3004,-3000,-155,-181,-572987,4,-26
6825255,55,753682,181516,-3005,-3000,-189,-181,-572166,5,8
6826255,55,752862,181516,-3004,-3000,-180,-181,-571346,4,-1
6827255,55,752041,181516,-3004,-3000,-190,-181,-570525,4,9
6828256,55,751223,181516,-3002,-3000,-151,-182,-569707,2,-31
6829256,55,750402,181516,-3002,-3000,-182,-182,-568886,2,0
6830256,55,749585,181516,-3001,-3000,-185,-182,-568069,1,3
6831256,55,748765,181516,-3001,-3000,-184,-182,-567249,1,2
6832256,55,747949,181516,-2999,-3000,-164,-183,-566433,-1,-19
6833255,55,747129,181516,-2998,-3000,-189,-183,-565613,-2,6
6834256,55,746311,181516,-2998,-3000,-189,-183,-564795,-2,6
6835256,55,745491,181516,-2998,-3000,-193,-183,-563975,-2,10
6836255,55,744673,181516,-2998,-3000,-154,-183,-563157,-2,-29
6837256,55,743853,181516,-2999,-3000,-188,-182,-562337,-1,6
6838256,55,743034,181516,-2999,-3000,-185,-182,-561518,-1,3
6839255,55,742212,181516,-3001,-3000,-184,-182,-560696,1,2
6840256,55,741392,181516,-3003,-3000,-159,-181,-559876,3,-22
6841506,55,740365,181516,-3004,-3000,-159,-181,-558849,4,-22
6842256,55,739750,181516,-3004,-3000,-188,-181,-558234,4,7
6843256,55,738929,181516,-3004,-3000,-179,-181,-557413,4,-2
6844256,55,738109,181516,-3004,-3000,-150,-181,-556593,4,-31
6845256,55,737288,181516,-3005,-3000,-185,-181,-555772,5,4
6846256,55,736467,181516,-3004,-3000,-182,-181,-554951,4,1
6847257,55,735648,181516,-3004,-3000,-194,-181,-554132,4,13
6848256,55,734829,181516,-3002,-3000,-147,-181,-553313,2,-34
6849255,55,734007,181516,-3003,-3000,-185,-181,-552491,3,4
6850256,55,733190,181516,-3002,-3000,-188,-181,-551674,2,7
6851256,55,732369,181516,-3002,-3000,-186,-181,-550853,2,5
6852256,55,731551,181516,-3000,-3000,-162,-182,-550035,0,-20
6853256,55,730734,181516,-2999,-3000,-188,-182,-549218,-1,6
6854256,55,729914,181516,-2999,-3000,-182,-182,-548398,-1,0
6855256,55,729094,181516,-2999,-3000,-196,-182,-547578,-1,14
6856256,55,728275,181516,-3000,-3000,-151,-182,-546759,0,-31
6857506,55,727249,181516,-3001,-3000,-165,-182,-545733,1,-17
6858255,55,726635,181516,-3001,-3000,-181,-182,-545119,1,-1
6859256,55,725814,181516,-3003,-3000,-182,-181,-544298,3,1
6860256,55,724992,181516,-3004,-3000,-165,-181,-543476,4,-16
6861255,55,724170,181516,-3006,-3000,-176,-180,-542654,6,-4
6862255,55,723348,181516,-3006,-3000,-184,-180,-541832,6,4
6863256,55,722528,181516,-3006,-3000,-182,-180,-541012,6,2
6864256,55,721706,181516,-3006,-3000,-157,-180,-540190,6,-23
6865256,55,720886,181516,-3006,-3000,-188,-180,-539370,6,8
6866255,55,720064,181516,-3006,-3000,-184,-180,-538548,6,4
6867256,55,719243,181516,-3006,-3000,-194,-180,-537727,6,14
6868256,55,718424,181516,-3005,-3000,-150,-180,-536908,5,-30
6869255,55,717603,181516,-3005,-3000,-193,-180,-536087,5,13
6870256,55,716785,181516,-3003,-3000,-190,-181,-535269,3,9
6871256,55,715963,181516,-3003,-3000,-186,-181,-534447,3,5
6872256,55,715146,181516,-3001,-3000,-160,-181,-533630,1,-21
6873256,55,714326,181516,-3001,-3000,-182,-181,-532810,1,1
6874256,55,713507,181516,-3000,-3000,-180,-182,-531991,0,-2
6875256,55,712689,181516,-3000,-3000,-199,-182,-531173,0,17
6876506,55,711664,181516,-3000,-3000,-175,-181,-530148,0,-6
6877006,55,711253,181516,-3001,-3000,-174,-181,-529737,1,-7
6878256,55,710228,181516,-3001,-3000,-181,-181,-528712,1,0
6879256,55,709408,181516,-3003,-3000,-195,-181,-527892,3,14
6880256,55,708585,181516,-3004,-3000,-157,-180,-527069,4,-23
6881256,55,707764,181516,-3006,-3000,-181,-180,-526248,6,1
6882256,55,706943,181516,-3006,-3000,-177,-180,-525427,6,-3
6883256,55,706122,181516,-3005,-3000,-186,-180,-524606,5,6
6884256,55,705302,181516,-3004,-3000,-161,-180,-523786,4,-19
6885256,55,704482,181516,-3005,-3000,-194,-180,-522966,5,14
6886255,55,703661,181516,-3005,-3000,-175,-180,-522145,5,-5
6887256,55,702839,181516,-3005,-3000,-196,-180,-521323,5,16
6888256,55,702020,181516,-3003,-3000,-156,-180,-520504,3,-24
6889256,55,701201,181516,-3003,-3000,-185,-180,-519685,3,5
6890256,55,700382,181516,-3002,-3000,-185,-181,-518866,2,4
6891256,55,699562,181516,-3002,-3000,-190,-181,-518046,2,9
6892256,55,698745,181516,-3000,-3000,-159,-181,-517229,0,-22
6893256,55,697925,181516,-2999,-3000,-190,-181,-516409,-1,9
6894256,55,697107,181516,-2998,-3000,-177,-182,-515591,-2,-5
6895255,55,696288,181516,-2998,-3000,-200,-182,-514772,-2,18
6896505,55,695265,181516,-2998,-3000,-182,-182,-513749,-2,0
6897256,55,694651,181516,-2999,-3000,-189,-181,-513135,-1,8
6898256,55,693830,181516,-3000,-3000,-177,-181,-512314,0,-4
6899256,55,693009,181516,-3001,-3000,-198,-181,-511493,1,17
6900256,55,692190,181516,-3001,-3000,-152,-181,-510674,1,-29
6901256,55,691369,181516,-3002,-3000,-180,-181,-509853,2,-1
6902256,55,690548,181516,-3003,-3000,-180,-180,-509032,3,0
6903256,55,689729,181516,-3003,-3000,-193,-180,-508213,3,13
6904256,55,688908,181516,-3002,-3000,-154,-181,-507392,2,-27
6905256,55,688090,181516,-3002,-3000,-191,-181,-506574,2,10
6906255,55,687270,181516,-3001,-3000,-175,-181,-505754,1,-6
6907256,55,686451,181516,-3001,-3000,-198,-181,-504935,1,17
6908256,55,685632,181516,-3000,-3000,-150,-181,-504116,0,-31
6909256,55,684813,181516,-2999,-3000,-186,-181,-503297,-1,5
6910256,55,683997,181516,-2997,-3000,-182,-182,-502481,-3,0
6911255,55,683179,181516,-2996,-3000,-195,-182,-501663,-4,13
6912256,55,682363,181516,-2994,-3000,-160,-183,-500847,-6,-23
6913255,55,681547,181516,-2993,-3000,-191,-183,-500031,-7,8
6914255,55,680730,181516,-2992,-3000,-181,-183,-499214,-8,-2
6915256,55,679913,181516,-2991,-3000,-200,-184,-498397,-9,16
6916256,55,679098,181516,-2991,-3000,-154,-184,-497582,-9,-30
6917256,55,678280,181516,-2991,-3000,-201,-184,-496764,-9,17
6918255,55,677462,181516,-2991,-3000,-181,-184,-495946,-9,-3
6919256,55,676645,181516,-2992,-3000,-201,-184,-495129,-8,17
6920255,55,675826,181516,-2993,-3000,-162,-183,-494310,-7,-21
6921255,55,675009,181516,-2994,-3000,-185,-183,-493493,-6,2
6922255,55,674191,181516,-2994,-3000,-180,-183,-492675,-6,-3
6923256,55,673371,181516,-2995,-3000,-188,-183,-491855,-5,5
6924256,55,672555,181516,-2994,-3000,-156,-183,-491039,-6,-27
6925255,55,671737,181516,-2994,-3000,-198,-183,-490221,-6,15
6926255,55,670921,181516,-2993,-3000,-181,-184,-489405,-7,-3
6927255,55,670102,181516,-2993,-3000,-193,-183,-488586,-7,10
6928256,55,669285,181516,-2993,-3000,-155,-184,-487769,-7,-29
6929256,55,668470,181516,-2992,-3000,-195,-184,-486954,-8,11
6930255,55,667654,181516,-2990,-3000,-190,-184,-486138,-10,6
6931255,55,666838,181516,-2990,-3000,-188,-185,-485322,-10,3
6932255,55,666022,181516,-2988,-3000,-164,-185,-484506,-12,-21
6933255,55,665207,181516,-2988,-3000,-189,-185,-483691,-12,4
6934255,55,664392,181516,-2987,-3000,-193,-186,-482876,-13,7
6935505,55,663371,181516,-2987,-3000,-203,-186,-481855,-13,17
6936006,55,662965,181516,-2987,-3000,-200,-186,-481449,-13,14
6937255,55,661943,181516,-2988,-3000,-196,-185,-480427,-12,11
